1	1	0.013514	Population1	0.013514
2	1	0.013514	Population2	0.013514
3	1	0.013514	Population3	0.013514
4	1	0.013514	Population4	0.013514
5	1	0.013514	Population5	0.013514
6	1	0.013514	Population6	0.013514
7	1	0.013514	Population7	0.013514
8	1	0.013514	Population8	0.013514
9	1	0.013514	Population9	0.013514
10	2	0.013514	Population10	0.013514
11	2	0.013514	Population11	0.013514
12	2	0.013514	Population12	0.013514
13	2	0.013514	Population13	0.013514
14	2	0.013514	Population14	0.013514
15	2	0.013514	Population15	0.013514
16	2	0.013514	Population16	0.013514
17	2	0.013514	Population17	0.013514
18	2	0.013514	Population18	0.013514
19	2	0.013514	Population19	0.013514
20	2	0.013514	Population20	0.013514
21	3	0.013514	Population21	0.013514
22	3	0.013514	Population22	0.013514
23	3	0.013514	Population23	0.013514
24	3	0.013514	Population24	0.013514
25	3	0.013514	Population25	0.013514
26	3	0.013514	Population26	0.013514
27	3	0.013514	Population27	0.013514
28	3	0.013514	Population28	0.013514
29	3	0.013514	Population29	0.013514
30	3	0.013514	Population30	0.013514
31	4	0.013514	Population31	0.013514
32	4	0.013514	Population32	0.013514
33	4	0.013514	Population33	0.013514
34	4	0.013514	Population34	0.013514
35	4	0.013514	Population35	0.013514
36	4	0.013514	Population36	0.013514
37	4	0.013514	Population37	0.013514
38	4	0.013514	Population38	0.013514
39	4	0.013514	Population39	0.013514
40	4	0.013514	Population40	0.013514
41	4	0.013514	Population41	0.013514
42	4	0.013514	Population42	0.013514
43	4	0.013514	Population43	0.013514
44	4	0.013514	Population44	0.013514
45	4	0.013514	Population45	0.013514
46	4	0.013514	Population46	0.013514
47	4	0.013514	Population47	0.013514
48	4	0.013514	Population48	0.013514
49	4	0.013514	Population49	0.013514
50	4	0.013514	Population50	0.013514
51	5	0.013514	Population51	0.013514
52	5	0.013514	Population52	0.013514
53	5	0.013514	Population53	0.013514
54	5	0.013514	Population54	0.013514
55	5	0.013514	Population55	0.013514
56	5	0.013514	Population56	0.013514
57	5	0.013514	Population57	0.013514
58	5	0.013514	Population58	0.013514
59	5	0.013514	Population59	0.013514
60	5	0.013514	Population60	0.013514
61	5	0.013514	Population61	0.013514
62	5	0.013514	Population62	0.013514
63	5	0.013514	Population63	0.013514
64	5	0.013514	Population64	0.013514
65	5	0.013514	Population65	0.013514
66	5	0.013514	Population66	0.013514
67	5	0.013514	Population67	0.013514
68	5	0.013514	Population68	0.013514
69	5	0.013514	Population69	0.013514
70	5	0.013514	Population70	0.013514
71	5	0.013514	Population71	0.013514
72	5	0.013514	Population72	0.013514
73	6	0.013514	Population73	0.013514
74	6	0.013514	Population74	0.013514
